subscription_id,customer_id,platform,start_date,end_date,price,plan_type,status
1984,5664,SonyLIV,20-06-2025,27-03-2026,499,Monthly,Active
1985,5316,SonyLIV,15-12-2023,13-05-2026,499,Quarterly,Active
1986,1085,Disney+ Hotstar,05-01-2025,23-04-2026,99,Monthly,Active
1987,2774,Amazon Prime,10-03-2024,16-12-2025,499,Yearly,Active
1988,833,Zee5,30-05-2025,13-04-2026,99,Quarterly,Active
1989,2447,Zee5,13-07-2024,02-02-2026,149,Quarterly,Expired
1990,5908,Zee5,25-06-2025,07-12-2025,99,Yearly,Expired
1991,4498,Netflix,13-03-2024,07-03-2026,199,Monthly,Active
1992,4459,Netflix,18-07-2024,19-12-2025,149,Monthly,Active
1993,5537,SonyLIV,02-03-2025,05-04-2026,299,Yearly,Expired
1994,2311,SonyLIV,17-02-2024,19-02-2026,199,Quarterly,Active
1995,379,Netflix,10-03-2025,02-02-2026,299,Monthly,Active
1996,94,Zee5,10-07-2024,15-04-2026,299,Quarterly,Active
1997,2819,SonyLIV,29-12-2023,25-12-2025,99,Yearly,Expired
1998,5380,SonyLIV,25-09-2024,16-12-2025,99,Quarterly,Active
1999,2814,Netflix,11-09-2025,15-02-2026,199,Quarterly,Active
2000,1947,SonyLIV,09-05-2024,06-02-2026,299,Monthly,Active
2001,4480,SonyLIV,05-08-2025,22-02-2026,149,Yearly,Active
2002,3336,Zee5,18-09-2025,17-02-2026,299,Quarterly,Active
2003,2166,Zee5,01-04-2025,22-12-2025,99,Yearly,Active
2004,5585,SonyLIV,29-10-2025,01-03-2026,149,Yearly,Expired
2005,3401,Amazon Prime,04-08-2024,25-01-2026,499,Quarterly,Expired
2006,1284,Amazon Prime,09-11-2025,03-02-2026,149,Monthly,Expired
2007,1732,Netflix,30-07-2024,17-04-2026,199,Yearly,Active
2008,4489,Zee5,28-07-2025,18-03-2026,299,Monthly,Active
2009,5525,Amazon Prime,14-05-2024,06-02-2026,299,Yearly,Active
2010,3556,SonyLIV,26-09-2025,21-03-2026,499,Yearly,Expired
2011,5971,Amazon Prime,15-04-2024,17-03-2026,149,Quarterly,Expired
2012,2148,Zee5,06-05-2024,01-05-2026,199,Quarterly,Active
2013,5970,Zee5,26-02-2025,13-05-2026,199,Quarterly,Active
2014,1674,Zee5,30-08-2025,02-02-2026,299,Yearly,Active
2015,1835,Zee5,15-05-2025,26-01-2026,99,Yearly,Expired
2016,5447,SonyLIV,11-02-2025,27-04-2026,499,Yearly,Expired
2017,392,Amazon Prime,29-07-2024,13-03-2026,149,Monthly,Active
2018,5232,Zee5,18-01-2024,22-02-2026,199,Quarterly,Expired
2019,2873,Netflix,07-04-2024,20-01-2026,149,Yearly,Expired
2020,5120,Zee5,30-10-2024,05-04-2026,149,Monthly,Active
2021,2845,Zee5,02-11-2025,28-04-2026,499,Quarterly,Active
2022,187,Netflix,24-12-2023,29-12-2025,299,Quarterly,Active
2023,3091,SonyLIV,01-09-2024,11-12-2025,299,Monthly,Active
2024,4563,Amazon Prime,10-10-2025,12-05-2026,99,Monthly,Expired
2025,5819,Disney+ Hotstar,07-10-2024,19-05-2026,499,Monthly,Expired
2026,768,Amazon Prime,21-05-2025,06-05-2026,299,Yearly,Expired
2027,484,SonyLIV,21-02-2025,26-05-2026,99,Yearly,Expired
2028,1677,Netflix,16-05-2024,11-01-2026,199,Quarterly,Expired
2029,5014,Disney+ Hotstar,25-03-2025,12-03-2026,499,Quarterly,Active
2030,1232,Disney+ Hotstar,11-07-2024,30-03-2026,499,Quarterly,Expired
2031,758,Amazon Prime,17-08-2024,19-01-2026,149,Monthly,Active
2032,1893,Netflix,12-05-2024,29-01-2026,199,Quarterly,Expired
2033,4467,Amazon Prime,01-05-2024,10-04-2026,199,Quarterly,Active
2034,4989,Disney+ Hotstar,22-08-2025,16-04-2026,299,Quarterly,Expired
2035,105,SonyLIV,27-05-2025,21-03-2026,199,Monthly,Expired
2036,1278,SonyLIV,01-01-2024,05-05-2026,149,Yearly,Active
2037,1424,Disney+ Hotstar,26-05-2025,19-12-2025,499,Yearly,Expired
2038,5239,Netflix,10-09-2024,08-01-2026,299,Quarterly,Active
2039,5731,Disney+ Hotstar,10-07-2025,08-01-2026,299,Yearly,Active
2040,2960,Netflix,27-07-2024,19-05-2026,299,Quarterly,Expired
2041,3564,Disney+ Hotstar,10-07-2025,29-04-2026,99,Quarterly,Expired
2042,1706,Netflix,17-06-2024,11-01-2026,199,Quarterly,Active
2043,1160,Zee5,28-08-2024,04-01-2026,499,Yearly,Active
2044,5374,Amazon Prime,13-08-2025,30-01-2026,199,Quarterly,Expired
2045,3412,Amazon Prime,13-06-2024,19-04-2026,199,Yearly,Expired
2046,410,Netflix,29-05-2025,15-03-2026,299,Quarterly,Expired
2047,1727,Zee5,23-07-2025,17-12-2025,99,Quarterly,Active
2048,557,Amazon Prime,07-12-2023,12-05-2026,199,Quarterly,Expired
2049,1645,Disney+ Hotstar,15-12-2023,19-01-2026,99,Yearly,Active
2050,942,Zee5,07-07-2024,22-05-2026,149,Monthly,Active
2051,470,Netflix,29-05-2024,29-01-2026,99,Quarterly,Expired
2052,56,SonyLIV,13-10-2024,03-01-2026,499,Quarterly,Active
2053,2436,Zee5,17-05-2024,25-02-2026,499,Quarterly,Active
2054,170,Disney+ Hotstar,04-09-2024,04-12-2025,99,Quarterly,Expired
2055,5503,Netflix,19-09-2025,26-03-2026,149,Yearly,Expired
2056,5194,Netflix,05-01-2024,16-12-2025,149,Yearly,Expired
2057,1310,Netflix,24-06-2024,26-12-2025,149,Monthly,Expired
2058,3639,Zee5,13-12-2023,29-11-2025,149,Quarterly,Active
2059,2027,Zee5,11-01-2025,09-12-2025,99,Monthly,Active
2060,3273,Zee5,14-12-2024,13-04-2026,299,Quarterly,Expired
2061,934,SonyLIV,01-12-2023,01-12-2025,99,Yearly,Active
2062,3122,SonyLIV,26-12-2023,03-04-2026,199,Quarterly,Expired
2063,4244,Disney+ Hotstar,18-08-2024,05-03-2026,499,Monthly,Expired
2064,1676,Amazon Prime,11-12-2024,15-12-2025,99,Quarterly,Expired
2065,2477,SonyLIV,17-03-2025,20-01-2026,499,Yearly,Expired
2066,616,Disney+ Hotstar,03-10-2025,06-04-2026,149,Quarterly,Expired
2067,792,Disney+ Hotstar,17-11-2025,19-02-2026,99,Yearly,Expired
2068,2091,Zee5,01-07-2024,11-02-2026,299,Monthly,Active
2069,111,Disney+ Hotstar,11-01-2025,29-03-2026,99,Monthly,Active
2070,1027,SonyLIV,09-01-2025,01-12-2025,149,Quarterly,Active
2071,4108,Zee5,30-11-2023,01-12-2025,499,Quarterly,Expired
2072,4374,Zee5,23-03-2024,12-01-2026,199,Yearly,Expired
2073,2802,Netflix,27-06-2025,18-04-2026,499,Monthly,Active
2074,2698,Disney+ Hotstar,12-04-2024,23-02-2026,149,Quarterly,Active
2075,4270,Amazon Prime,12-03-2024,15-04-2026,199,Yearly,Expired
2076,437,SonyLIV,14-05-2024,20-12-2025,149,Quarterly,Expired
2077,2345,Disney+ Hotstar,27-12-2024,06-02-2026,99,Monthly,Active
2078,2821,Amazon Prime,10-12-2023,04-03-2026,149,Quarterly,Active
2079,4201,Disney+ Hotstar,02-10-2024,28-01-2026,99,Quarterly,Active
2080,3003,Netflix,18-03-2024,26-03-2026,199,Monthly,Expired
2081,3841,Zee5,14-08-2024,09-12-2025,99,Monthly,Expired
2082,37,Zee5,11-09-2025,24-02-2026,149,Monthly,Expired
2083,2541,Disney+ Hotstar,09-12-2023,26-01-2026,299,Yearly,Active
2084,3989,Disney+ Hotstar,02-12-2023,14-04-2026,499,Yearly,Expired
2085,1882,Netflix,23-09-2024,01-04-2026,499,Quarterly,Expired
2086,2518,Zee5,21-07-2024,20-12-2025,149,Yearly,Expired
2087,4566,Netflix,15-06-2024,03-12-2025,199,Monthly,Active
2088,5931,SonyLIV,13-08-2025,26-03-2026,299,Quarterly,Expired
2089,5361,Disney+ Hotstar,02-05-2024,27-03-2026,99,Monthly,Expired
2090,2084,Disney+ Hotstar,14-08-2025,07-05-2026,99,Yearly,Active
2091,122,Amazon Prime,30-11-2024,11-12-2025,99,Monthly,Expired
2092,4575,Zee5,09-02-2024,22-03-2026,199,Monthly,Expired
2093,2086,Amazon Prime,09-12-2024,09-12-2025,299,Yearly,Expired
2094,1398,Disney+ Hotstar,24-02-2025,17-12-2025,299,Quarterly,Expired
2095,215,Amazon Prime,02-01-2024,09-01-2026,149,Monthly,Active
2096,3275,SonyLIV,04-08-2025,19-01-2026,199,Yearly,Expired
2097,3379,Disney+ Hotstar,01-08-2024,19-12-2025,99,Monthly,Active
2098,5675,Zee5,28-11-2023,07-04-2026,199,Quarterly,Active
2099,1953,Disney+ Hotstar,02-01-2024,20-05-2026,149,Monthly,Active
2100,1270,SonyLIV,03-02-2025,04-01-2026,199,Yearly,Active
2101,1445,Zee5,20-08-2025,07-05-2026,149,Quarterly,Expired
2102,4858,SonyLIV,25-02-2024,04-12-2025,149,Monthly,Expired
2103,991,Netflix,18-04-2025,06-01-2026,299,Yearly,Active
2104,1199,Zee5,21-05-2024,19-03-2026,199,Yearly,Expired
2105,5169,Netflix,26-06-2025,03-01-2026,99,Quarterly,Expired
2106,4316,Netflix,15-01-2024,12-03-2026,299,Yearly,Expired
2107,5302,SonyLIV,04-07-2024,17-04-2026,199,Quarterly,Active
2108,5217,Disney+ Hotstar,02-04-2024,08-12-2025,299,Yearly,Active
2109,5807,Netflix,19-09-2025,29-04-2026,199,Quarterly,Expired
2110,5169,Amazon Prime,03-07-2025,12-02-2026,299,Yearly,Expired
2111,3654,Netflix,12-06-2025,13-02-2026,299,Monthly,Active
2112,3812,Netflix,15-12-2023,04-03-2026,499,Quarterly,Active
2113,3422,SonyLIV,31-05-2025,18-02-2026,149,Yearly,Expired
2114,54,Disney+ Hotstar,09-07-2025,25-04-2026,99,Quarterly,Active
2115,2691,SonyLIV,12-11-2025,11-04-2026,299,Yearly,Active
2116,3870,SonyLIV,24-11-2024,14-03-2026,149,Yearly,Expired
2117,503,Netflix,01-04-2024,04-01-2026,149,Quarterly,Active
2118,5885,Netflix,14-02-2025,11-12-2025,199,Quarterly,Expired
2119,4408,Netflix,01-12-2023,21-12-2025,299,Monthly,Expired
2120,272,Amazon Prime,21-09-2025,10-05-2026,499,Monthly,Active
2121,1732,Disney+ Hotstar,21-11-2024,26-02-2026,99,Monthly,Active
2122,3171,Disney+ Hotstar,19-02-2025,01-03-2026,149,Yearly,Active
2123,3495,Zee5,17-07-2025,22-01-2026,149,Quarterly,Expired
2124,3429,Amazon Prime,09-11-2024,09-04-2026,99,Monthly,Active
2125,4646,Amazon Prime,30-07-2025,17-05-2026,499,Quarterly,Expired
2126,852,Zee5,12-01-2024,17-03-2026,499,Quarterly,Active
2127,1967,SonyLIV,15-10-2025,08-03-2026,99,Monthly,Active
2128,1258,Disney+ Hotstar,02-04-2025,29-01-2026,149,Yearly,Active
2129,3366,Zee5,29-05-2024,28-04-2026,199,Monthly,Active
2130,723,Zee5,06-04-2024,28-03-2026,199,Yearly,Expired
2131,4146,Amazon Prime,20-06-2024,08-05-2026,99,Yearly,Expired
2132,3737,Disney+ Hotstar,23-10-2025,13-02-2026,299,Quarterly,Active
2133,532,Disney+ Hotstar,09-04-2024,03-01-2026,499,Monthly,Expired
2134,3251,Amazon Prime,02-09-2024,28-04-2026,199,Monthly,Active
2135,59,Disney+ Hotstar,21-10-2024,28-04-2026,149,Yearly,Expired
2136,2194,Disney+ Hotstar,12-12-2024,12-04-2026,149,Monthly,Expired
2137,1639,Netflix,08-02-2024,13-02-2026,99,Yearly,Active
2138,2649,SonyLIV,08-05-2024,10-12-2025,149,Monthly,Expired
2139,2764,Zee5,29-09-2025,24-01-2026,499,Monthly,Expired
2140,5048,Netflix,29-03-2024,05-03-2026,99,Yearly,Expired
2141,1619,Disney+ Hotstar,22-04-2025,01-03-2026,149,Quarterly,Active
2142,1351,Zee5,17-03-2024,22-12-2025,199,Quarterly,Expired
2143,2703,Netflix,10-02-2025,28-02-2026,299,Yearly,Active
2144,691,Disney+ Hotstar,15-06-2025,08-03-2026,299,Yearly,Expired
2145,1653,SonyLIV,03-08-2024,22-12-2025,199,Monthly,Expired
2146,4051,SonyLIV,04-05-2025,29-03-2026,99,Monthly,Active
2147,4471,SonyLIV,05-01-2025,13-04-2026,299,Yearly,Expired
2148,2869,Disney+ Hotstar,04-09-2024,27-03-2026,149,Monthly,Active
2149,392,SonyLIV,10-12-2023,10-01-2026,299,Quarterly,Active
2150,704,Amazon Prime,21-01-2025,28-02-2026,149,Quarterly,Expired
2151,4285,Disney+ Hotstar,04-10-2024,10-02-2026,499,Monthly,Active
2152,1695,Netflix,11-12-2023,11-05-2026,499,Yearly,Active
2153,4092,SonyLIV,11-04-2025,28-11-2025,99,Monthly,Active
2154,4111,SonyLIV,11-03-2025,14-03-2026,199,Yearly,Active
2155,4409,Netflix,27-03-2025,18-03-2026,149,Monthly,Expired
2156,2180,Netflix,19-12-2023,06-05-2026,199,Yearly,Expired
2157,53,SonyLIV,02-07-2025,05-12-2025,99,Yearly,Expired
2158,5817,Amazon Prime,04-03-2025,07-01-2026,99,Yearly,Expired
2159,5213,Netflix,25-10-2024,11-03-2026,299,Monthly,Active
2160,3764,Disney+ Hotstar,30-10-2025,20-02-2026,199,Quarterly,Active
2161,1337,Amazon Prime,25-02-2024,08-01-2026,199,Quarterly,Active
2162,894,SonyLIV,06-04-2024,07-01-2026,199,Quarterly,Expired
2163,2835,Zee5,08-02-2025,15-02-2026,99,Monthly,Active
2164,223,Disney+ Hotstar,06-09-2025,30-03-2026,199,Yearly,Expired
2165,581,Netflix,18-01-2024,22-02-2026,99,Quarterly,Active
2166,309,Netflix,21-03-2024,11-01-2026,299,Yearly,Expired
2167,1344,SonyLIV,09-05-2025,06-05-2026,499,Monthly,Expired
2168,1502,SonyLIV,19-10-2025,17-05-2026,99,Monthly,Active
2169,3304,Disney+ Hotstar,07-03-2025,30-04-2026,199,Quarterly,Active
2170,4397,SonyLIV,29-04-2024,21-02-2026,149,Quarterly,Active
2171,5025,Disney+ Hotstar,17-10-2025,01-05-2026,199,Quarterly,Expired
2172,442,SonyLIV,28-05-2025,29-03-2026,299,Quarterly,Expired
2173,4665,Zee5,12-01-2024,16-03-2026,499,Yearly,Expired
2174,4310,Amazon Prime,09-07-2024,06-01-2026,99,Yearly,Expired
2175,5265,Amazon Prime,19-01-2025,07-02-2026,299,Yearly,Active
2176,5792,SonyLIV,10-04-2025,25-12-2025,199,Monthly,Expired
2177,453,Amazon Prime,27-10-2025,20-03-2026,99,Yearly,Expired
2178,4131,SonyLIV,05-12-2023,29-11-2025,149,Monthly,Expired
2179,5442,Zee5,09-02-2024,07-12-2025,149,Quarterly,Active
2180,1174,Zee5,08-12-2023,27-01-2026,99,Monthly,Expired
2181,4757,Amazon Prime,23-05-2024,16-05-2026,499,Monthly,Expired
2182,4747,Disney+ Hotstar,04-09-2024,10-04-2026,99,Quarterly,Active
2183,2956,Zee5,13-08-2024,03-05-2026,99,Monthly,Expired
2184,1280,SonyLIV,05-12-2024,30-01-2026,499,Monthly,Expired
2185,2323,Amazon Prime,09-10-2025,23-05-2026,99,Quarterly,Expired
2186,1148,Amazon Prime,24-06-2025,02-05-2026,199,Quarterly,Active
2187,4847,Disney+ Hotstar,31-10-2024,13-05-2026,499,Monthly,Expired
2188,4649,Amazon Prime,22-12-2024,27-02-2026,199,Quarterly,Active
2189,3163,Netflix,28-09-2024,15-03-2026,99,Quarterly,Active
2190,675,SonyLIV,18-07-2024,15-03-2026,99,Quarterly,Active
2191,1918,Zee5,30-09-2024,10-04-2026,299,Quarterly,Expired
2192,3442,Netflix,29-11-2023,02-12-2025,499,Monthly,Expired
2193,2303,Amazon Prime,22-01-2025,30-03-2026,199,Quarterly,Active
2194,4308,Disney+ Hotstar,28-07-2025,15-04-2026,199,Yearly,Active
2195,4004,SonyLIV,10-12-2024,31-12-2025,199,Monthly,Expired
2196,770,Netflix,21-06-2025,25-04-2026,499,Quarterly,Expired
2197,4162,Amazon Prime,30-07-2025,26-04-2026,99,Monthly,Expired
2198,3148,SonyLIV,19-04-2025,26-03-2026,299,Yearly,Expired
2199,3524,Disney+ Hotstar,24-08-2025,13-02-2026,99,Quarterly,Expired
2200,2369,Disney+ Hotstar,15-08-2024,24-02-2026,99,Quarterly,Active
2201,5402,Amazon Prime,03-04-2025,25-04-2026,199,Quarterly,Active
2202,5731,Amazon Prime,10-05-2025,24-03-2026,99,Quarterly,Active
2203,5342,Disney+ Hotstar,17-10-2025,18-03-2026,499,Yearly,Active
2204,5849,Disney+ Hotstar,12-10-2024,25-02-2026,99,Quarterly,Expired
2205,2559,SonyLIV,09-09-2025,29-11-2025,299,Yearly,Expired
2206,1140,SonyLIV,21-04-2024,14-02-2026,299,Quarterly,Expired
2207,1633,SonyLIV,09-08-2025,02-05-2026,199,Yearly,Active
2208,1471,SonyLIV,13-06-2024,01-01-2026,199,Quarterly,Expired
2209,4345,Amazon Prime,22-01-2024,16-05-2026,299,Quarterly,Expired
2210,1367,SonyLIV,03-01-2024,20-01-2026,299,Yearly,Active
2211,2993,Zee5,16-01-2025,10-04-2026,499,Monthly,Active
2212,4038,Zee5,15-10-2025,01-12-2025,499,Yearly,Expired
2213,4257,Disney+ Hotstar,19-02-2024,28-02-2026,99,Monthly,Active
2214,438,Amazon Prime,21-01-2024,10-03-2026,299,Quarterly,Expired
2215,335,Zee5,27-03-2025,02-03-2026,299,Monthly,Expired
2216,4335,SonyLIV,26-09-2024,04-05-2026,149,Quarterly,Expired
2217,969,Netflix,03-10-2024,07-05-2026,199,Monthly,Active
2218,2710,Disney+ Hotstar,28-06-2025,31-01-2026,199,Monthly,Expired
2219,1320,Disney+ Hotstar,15-08-2025,07-02-2026,199,Monthly,Active
2220,222,Netflix,03-08-2024,02-02-2026,299,Quarterly,Expired
2221,517,Netflix,16-10-2024,27-04-2026,199,Monthly,Expired
2222,2903,Disney+ Hotstar,23-12-2023,13-04-2026,499,Yearly,Active
2223,111,Amazon Prime,04-03-2024,09-03-2026,299,Quarterly,Expired
2224,3579,SonyLIV,07-03-2025,08-03-2026,199,Quarterly,Expired
2225,4434,Disney+ Hotstar,23-03-2024,19-12-2025,149,Yearly,Expired
2226,634,Amazon Prime,19-03-2024,09-03-2026,199,Monthly,Expired
2227,3445,Disney+ Hotstar,04-09-2024,15-01-2026,149,Yearly,Expired
2228,3137,Zee5,12-06-2024,18-03-2026,199,Yearly,Active
2229,3246,Netflix,09-04-2025,25-04-2026,499,Yearly,Expired
2230,4161,Netflix,22-10-2025,10-01-2026,99,Monthly,Active
2231,1136,Amazon Prime,15-03-2024,26-05-2026,299,Yearly,Expired
2232,4419,SonyLIV,15-05-2025,29-12-2025,499,Yearly,Active
2233,984,Amazon Prime,25-12-2023,04-01-2026,199,Yearly,Active
2234,713,SonyLIV,05-06-2025,04-01-2026,299,Monthly,Active
2235,3661,Zee5,08-08-2024,11-04-2026,99,Quarterly,Active
2236,333,Amazon Prime,27-03-2025,18-02-2026,149,Yearly,Expired
2237,2945,Netflix,06-03-2025,13-02-2026,199,Quarterly,Expired
2238,5089,Disney+ Hotstar,07-10-2025,12-02-2026,149,Yearly,Active
2239,5795,Disney+ Hotstar,10-06-2025,30-12-2025,199,Yearly,Active
2240,317,Zee5,05-08-2025,31-03-2026,199,Yearly,Expired
2241,5453,Zee5,07-05-2024,08-04-2026,149,Quarterly,Active
2242,1700,Zee5,04-12-2024,04-12-2025,499,Yearly,Expired
2243,3749,SonyLIV,01-11-2024,22-04-2026,99,Quarterly,Active
2244,803,Amazon Prime,11-10-2025,24-12-2025,149,Monthly,Active
2245,1906,Zee5,21-08-2024,29-01-2026,99,Yearly,Expired
2246,3534,Zee5,17-01-2024,04-12-2025,199,Yearly,Active
2247,2273,Disney+ Hotstar,03-05-2025,27-03-2026,499,Yearly,Expired
2248,5659,Disney+ Hotstar,09-10-2025,18-05-2026,149,Yearly,Active
2249,2530,Netflix,04-10-2025,01-05-2026,99,Monthly,Expired
2250,1228,SonyLIV,09-05-2024,14-02-2026,199,Monthly,Active
2251,5901,Amazon Prime,13-02-2024,23-04-2026,299,Yearly,Active
2252,3910,SonyLIV,02-02-2024,19-01-2026,99,Quarterly,Expired
2253,5215,Disney+ Hotstar,06-11-2024,24-12-2025,149,Quarterly,Active
2254,2241,Netflix,17-07-2025,15-05-2026,199,Monthly,Active
2255,1374,SonyLIV,19-09-2024,27-04-2026,199,Yearly,Active
2256,366,Zee5,23-02-2024,16-04-2026,499,Quarterly,Active
2257,1401,Amazon Prime,04-01-2024,18-04-2026,149,Monthly,Active
2258,4684,Disney+ Hotstar,08-04-2025,28-04-2026,99,Quarterly,Active
2259,4512,Netflix,18-01-2024,26-05-2026,99,Quarterly,Expired
2260,958,Amazon Prime,06-06-2024,09-04-2026,99,Quarterly,Expired
2261,3367,Amazon Prime,04-07-2025,14-05-2026,149,Monthly,Expired
2262,3992,Zee5,13-09-2024,19-03-2026,299,Monthly,Expired
2263,5504,Zee5,10-06-2024,03-02-2026,499,Monthly,Active
2264,2785,Netflix,04-07-2025,29-12-2025,199,Quarterly,Expired
2265,3268,Netflix,18-04-2025,06-03-2026,99,Quarterly,Expired
2266,2946,Disney+ Hotstar,20-05-2024,04-01-2026,499,Yearly,Expired
2267,2092,Zee5,17-08-2024,26-04-2026,299,Quarterly,Expired
2268,3504,Netflix,03-09-2025,05-03-2026,299,Monthly,Active
2269,133,Netflix,09-03-2024,07-01-2026,199,Quarterly,Active
2270,2182,Disney+ Hotstar,30-10-2025,01-12-2025,99,Monthly,Active
2271,2498,SonyLIV,03-10-2025,29-12-2025,199,Quarterly,Active
2272,4681,Amazon Prime,08-03-2025,11-12-2025,199,Monthly,Expired
2273,266,Zee5,05-05-2024,09-02-2026,149,Yearly,Expired
2274,2896,Netflix,02-10-2024,01-02-2026,499,Monthly,Active
2275,5725,Amazon Prime,15-04-2025,01-02-2026,199,Monthly,Active
2276,4656,Zee5,29-10-2025,31-03-2026,499,Quarterly,Active
2277,1710,Netflix,27-09-2024,29-01-2026,299,Quarterly,Active
2278,4012,Zee5,15-07-2025,28-01-2026,199,Monthly,Expired
2279,5887,Netflix,14-11-2025,14-02-2026,499,Yearly,Expired
2280,2350,Netflix,04-07-2024,27-04-2026,199,Yearly,Expired
2281,2942,Netflix,17-10-2024,05-12-2025,299,Monthly,Active
2282,5118,SonyLIV,12-07-2024,15-03-2026,199,Yearly,Active
2283,32,Zee5,13-09-2025,09-04-2026,149,Yearly,Active
2284,2805,SonyLIV,21-06-2025,19-03-2026,299,Quarterly,Expired
2285,3654,Zee5,26-11-2024,06-03-2026,199,Monthly,Active
2286,1174,SonyLIV,20-08-2025,09-04-2026,199,Quarterly,Active
2287,613,Disney+ Hotstar,13-10-2025,15-04-2026,299,Monthly,Expired
2288,2081,Zee5,08-05-2025,12-12-2025,299,Monthly,Active
2289,2928,Zee5,14-08-2024,12-12-2025,499,Monthly,Expired
2290,1831,Netflix,07-10-2025,01-04-2026,299,Quarterly,Expired
2291,5857,Disney+ Hotstar,07-10-2024,26-01-2026,149,Quarterly,Active
2292,969,Netflix,01-04-2024,07-04-2026,299,Quarterly,Expired
2293,5646,Zee5,21-09-2024,11-03-2026,299,Yearly,Active
2294,5307,Amazon Prime,21-09-2025,03-04-2026,99,Monthly,Active
2295,5535,SonyLIV,16-10-2024,21-01-2026,149,Quarterly,Active
2296,608,Zee5,26-10-2025,14-04-2026,499,Yearly,Active
2297,5362,Amazon Prime,23-11-2024,10-02-2026,499,Quarterly,Expired
2298,4471,Netflix,20-04-2025,07-02-2026,299,Quarterly,Expired
2299,144,Disney+ Hotstar,10-05-2025,08-02-2026,99,Quarterly,Active
2300,1938,Netflix,07-04-2024,31-12-2025,199,Yearly,Expired
2301,1652,Disney+ Hotstar,21-06-2025,09-03-2026,149,Monthly,Active
2302,16,Amazon Prime,07-07-2025,02-03-2026,149,Quarterly,Expired
2303,5110,Netflix,14-02-2024,25-04-2026,499,Monthly,Expired
2304,3102,Disney+ Hotstar,26-04-2024,18-05-2026,299,Quarterly,Expired
2305,1532,Disney+ Hotstar,29-03-2025,05-01-2026,499,Yearly,Expired
2306,4681,Amazon Prime,21-03-2024,31-03-2026,499,Quarterly,Active
2307,1972,SonyLIV,08-05-2024,27-12-2025,499,Monthly,Expired
2308,2841,Zee5,08-04-2024,07-12-2025,99,Monthly,Expired
2309,4373,Zee5,16-03-2025,22-02-2026,499,Monthly,Expired
2310,5910,Netflix,13-05-2025,09-01-2026,99,Yearly,Active
2311,4693,Zee5,26-04-2025,31-12-2025,299,Monthly,Expired
2312,2470,Netflix,04-12-2023,20-01-2026,499,Quarterly,Active
2313,2841,SonyLIV,29-10-2024,26-03-2026,199,Monthly,Expired
2314,4306,Netflix,16-08-2024,01-01-2026,299,Monthly,Expired
2315,4247,Amazon Prime,27-07-2024,26-04-2026,299,Quarterly,Active
2316,244,Disney+ Hotstar,20-02-2025,21-03-2026,99,Quarterly,Expired
2317,5769,Amazon Prime,11-03-2024,15-12-2025,99,Quarterly,Active
2318,3969,Amazon Prime,30-04-2024,26-03-2026,99,Yearly,Active
2319,4369,Netflix,12-07-2025,25-12-2025,499,Yearly,Expired
2320,1117,Disney+ Hotstar,13-05-2024,12-01-2026,499,Yearly,Active
2321,557,Disney+ Hotstar,28-11-2024,07-03-2026,149,Monthly,Expired
2322,1789,Zee5,22-04-2024,30-12-2025,199,Monthly,Active
2323,5699,Amazon Prime,05-06-2024,23-04-2026,299,Quarterly,Expired
2324,5369,Disney+ Hotstar,13-10-2025,27-04-2026,149,Monthly,Active
2325,2054,Netflix,14-09-2024,22-04-2026,299,Yearly,Expired
2326,100,Disney+ Hotstar,04-03-2024,18-01-2026,99,Monthly,Active
2327,747,Amazon Prime,02-07-2024,24-05-2026,199,Quarterly,Expired
2328,1423,Zee5,14-01-2024,21-01-2026,199,Monthly,Expired
2329,1909,Disney+ Hotstar,10-09-2024,30-03-2026,149,Quarterly,Expired
2330,3656,Netflix,09-11-2025,28-03-2026,99,Quarterly,Active
2331,2357,Zee5,06-04-2025,10-02-2026,299,Monthly,Active
2332,2460,Netflix,20-03-2025,07-03-2026,99,Quarterly,Expired
2333,4606,Amazon Prime,18-03-2025,25-04-2026,149,Yearly,Expired
2334,803,SonyLIV,12-11-2024,17-01-2026,99,Quarterly,Expired
2335,2368,Netflix,21-09-2024,16-12-2025,99,Monthly,Expired
2336,133,Netflix,11-12-2024,16-01-2026,499,Yearly,Expired
2337,1416,Disney+ Hotstar,20-02-2025,04-02-2026,149,Quarterly,Active
2338,1489,Netflix,12-11-2025,03-04-2026,149,Yearly,Expired
2339,2527,Zee5,07-02-2024,18-04-2026,199,Yearly,Expired
2340,4542,Netflix,15-03-2024,28-11-2025,149,Monthly,Expired
2341,4930,Amazon Prime,24-09-2024,29-01-2026,499,Monthly,Expired
2342,5846,Disney+ Hotstar,08-01-2024,01-03-2026,149,Yearly,Expired
2343,3209,SonyLIV,03-10-2025,30-12-2025,149,Quarterly,Active
2344,1195,SonyLIV,11-04-2024,02-02-2026,99,Yearly,Expired
2345,4836,Netflix,25-07-2024,29-11-2025,499,Monthly,Expired
2346,2637,Zee5,10-02-2024,07-03-2026,299,Monthly,Active
2347,3708,Netflix,14-03-2024,16-04-2026,299,Yearly,Active
