complaint_id,customer_id,complaint_date,category,description,status,priority,agent
1637,3399,28-12-2023,Billing Issue,Sample complaint description,Closed,Medium,John
1638,3834,06-05-2025,SIM Issue,Sample complaint description,In Progress,Low,Sandra
1639,4618,04-03-2024,SIM Issue,Sample complaint description,Open,Low,Juan
1640,5991,16-09-2025,Network Issue,Sample complaint description,Closed,Low,Lauren
1641,2104,08-04-2024,SIM Issue,Sample complaint description,In Progress,High,Robert
1642,5911,25-10-2024,Billing Issue,Sample complaint description,Open,Low,Kathleen
1643,1226,31-08-2025,SIM Issue,Sample complaint description,Closed,High,Holly
1644,2554,27-09-2025,SIM Issue,Sample complaint description,In Progress,High,Dylan
1645,1030,23-12-2023,Other,Sample complaint description,Open,Medium,Tony
1646,18,17-09-2024,Billing Issue,Sample complaint description,Open,Low,Evelyn
1647,665,29-05-2024,SIM Issue,Sample complaint description,In Progress,High,Danielle
1648,106,17-05-2024,Billing Issue,Sample complaint description,In Progress,Low,Johnny
1649,4694,04-02-2025,Billing Issue,Sample complaint description,Open,Medium,Amanda
1650,4574,18-08-2025,Billing Issue,Sample complaint description,Closed,Low,David
1651,3206,23-12-2023,SIM Issue,Sample complaint description,Closed,High,Paige
1652,1339,02-04-2024,Network Issue,Sample complaint description,Closed,Medium,Christopher
1653,4261,12-07-2025,Network Issue,Sample complaint description,Open,Medium,Brooke
1654,3919,27-08-2025,SIM Issue,Sample complaint description,In Progress,High,Lawrence
1655,5960,06-10-2024,Billing Issue,Sample complaint description,In Progress,Low,Aaron
1656,418,04-12-2024,Network Issue,Sample complaint description,Open,High,Courtney
1657,4673,16-11-2024,SIM Issue,Sample complaint description,Open,Medium,Robert
1658,372,17-06-2025,Network Issue,Sample complaint description,In Progress,High,Sarah
1659,1515,15-03-2024,Network Issue,Sample complaint description,Open,High,Victor
1660,2142,18-09-2025,Network Issue,Sample complaint description,In Progress,High,Kerry
1661,3282,03-04-2025,Billing Issue,Sample complaint description,Closed,High,Tracy
1662,734,11-04-2025,SIM Issue,Sample complaint description,In Progress,Medium,James
1663,5644,20-09-2024,Other,Sample complaint description,Closed,Medium,Beth
1664,1909,23-05-2024,Billing Issue,Sample complaint description,Closed,High,Isaac
1665,2935,17-08-2025,Billing Issue,Sample complaint description,Open,High,Heather
1666,1655,30-01-2024,Other,Sample complaint description,In Progress,Low,Terri
1667,3349,21-01-2024,Other,Sample complaint description,Closed,High,Kristy
1668,1927,29-07-2024,SIM Issue,Sample complaint description,Open,Low,Jonathan
1669,3281,27-06-2025,Other,Sample complaint description,In Progress,Low,Janet
1670,2372,25-10-2024,SIM Issue,Sample complaint description,Closed,High,Jacqueline
1671,3795,23-01-2025,SIM Issue,Sample complaint description,In Progress,Low,Brian
1672,1804,11-11-2025,SIM Issue,Sample complaint description,In Progress,Low,Kenneth
1673,3596,18-06-2025,Network Issue,Sample complaint description,Open,Medium,Richard
1674,2968,02-01-2025,Billing Issue,Sample complaint description,Open,Medium,Amy
1675,3166,17-03-2025,Billing Issue,Sample complaint description,Open,Medium,Brian
1676,4105,06-06-2024,Other,Sample complaint description,In Progress,High,Derek
1677,151,29-10-2024,Billing Issue,Sample complaint description,Open,Low,Ronald
1678,1724,23-07-2024,Billing Issue,Sample complaint description,Open,Low,James
1679,2034,17-09-2025,Other,Sample complaint description,In Progress,Medium,Jason
1680,1622,29-03-2024,Billing Issue,Sample complaint description,Open,Medium,Shaun
1681,5779,18-12-2023,Network Issue,Sample complaint description,In Progress,Low,David
1682,4341,19-11-2024,SIM Issue,Sample complaint description,Open,Medium,Jaclyn
1683,3660,22-09-2025,SIM Issue,Sample complaint description,Closed,High,Calvin
1684,3701,17-02-2024,Other,Sample complaint description,Open,High,Stephanie
1685,5405,12-03-2024,Network Issue,Sample complaint description,In Progress,Medium,Derek
1686,3035,23-04-2024,Network Issue,Sample complaint description,In Progress,Medium,Kenneth
1687,2388,20-01-2024,Billing Issue,Sample complaint description,In Progress,High,Mark
1688,1439,12-06-2024,Billing Issue,Sample complaint description,In Progress,Medium,Martin
1689,5927,27-12-2023,Other,Sample complaint description,Closed,Medium,Kristin
1690,1557,25-01-2024,Network Issue,Sample complaint description,Closed,Medium,Anthony
1691,963,01-08-2024,Network Issue,Sample complaint description,Closed,High,Mark
1692,3312,28-03-2024,Other,Sample complaint description,In Progress,Medium,Katie
1693,241,18-01-2025,Other,Sample complaint description,Closed,Medium,Monica
1694,4070,08-05-2025,Other,Sample complaint description,Closed,Medium,Gregory
1695,818,23-02-2024,Billing Issue,Sample complaint description,Closed,High,Kimberly
1696,5768,24-09-2024,Other,Sample complaint description,Closed,High,Jeffrey
1697,326,16-07-2024,Other,Sample complaint description,In Progress,Medium,Adam
1698,1764,24-04-2024,SIM Issue,Sample complaint description,Closed,Medium,Jeremy
1699,5612,30-09-2025,SIM Issue,Sample complaint description,Open,Medium,Wendy
1700,5306,21-05-2024,Billing Issue,Sample complaint description,Open,Medium,Gregory
1701,3818,03-08-2025,SIM Issue,Sample complaint description,Closed,Low,Christine
1702,3728,12-02-2024,Other,Sample complaint description,In Progress,Medium,Caitlin
1703,3339,14-01-2024,Network Issue,Sample complaint description,Open,Medium,Paul
1704,5715,18-07-2024,SIM Issue,Sample complaint description,Open,High,Ryan
1705,3653,15-08-2025,Other,Sample complaint description,Closed,Medium,Leah
1706,4200,25-04-2024,Billing Issue,Sample complaint description,Open,Medium,Christopher
1707,2953,21-01-2024,Other,Sample complaint description,Closed,Medium,Sherri
1708,4650,30-03-2024,Network Issue,Sample complaint description,Open,High,Alejandra
1709,4486,11-05-2025,SIM Issue,Sample complaint description,Open,High,Carlos
1710,533,18-04-2025,Network Issue,Sample complaint description,Open,Low,Dawn
1711,338,15-08-2024,Other,Sample complaint description,Open,High,Cheryl
1712,4384,15-05-2024,SIM Issue,Sample complaint description,Open,High,Robert
1713,4328,28-09-2025,Billing Issue,Sample complaint description,In Progress,High,Eric
1714,5485,03-06-2025,Network Issue,Sample complaint description,Open,High,Jessica
1715,1564,17-02-2025,Billing Issue,Sample complaint description,Open,High,Samuel
1716,4606,28-06-2024,SIM Issue,Sample complaint description,In Progress,Low,Ryan
1717,3015,19-02-2024,Other,Sample complaint description,Closed,Low,Jessica
1718,3077,22-10-2025,Billing Issue,Sample complaint description,Open,High,Shelly
1719,5751,16-07-2024,Network Issue,Sample complaint description,Closed,Medium,James
1720,2198,05-12-2023,SIM Issue,Sample complaint description,In Progress,High,Jonathan
1721,2564,26-01-2025,Network Issue,Sample complaint description,Closed,High,Andrew
1722,461,14-11-2025,Billing Issue,Sample complaint description,Closed,High,Sara
1723,3759,22-10-2025,Network Issue,Sample complaint description,Open,Low,Edward
1724,5643,23-08-2024,Billing Issue,Sample complaint description,In Progress,Medium,Timothy
1725,3514,28-05-2025,Other,Sample complaint description,In Progress,Medium,Brianna
1726,2141,06-10-2024,SIM Issue,Sample complaint description,In Progress,High,Shannon
1727,4265,24-09-2025,Network Issue,Sample complaint description,Open,Medium,Amanda
1728,2942,01-08-2024,SIM Issue,Sample complaint description,Open,Low,Kelly
1729,3251,14-06-2024,Billing Issue,Sample complaint description,In Progress,Medium,Phyllis
1730,2150,25-12-2023,Billing Issue,Sample complaint description,Closed,High,Nicole
1731,2782,17-03-2025,Other,Sample complaint description,Open,Medium,Christina
1732,3217,01-01-2024,Other,Sample complaint description,Open,High,Laura
1733,5958,22-11-2024,Network Issue,Sample complaint description,In Progress,Medium,Valerie
1734,1812,12-08-2025,Billing Issue,Sample complaint description,Open,Low,Brandy
1735,3131,24-02-2024,SIM Issue,Sample complaint description,Closed,High,Amanda
1736,3049,03-05-2025,Billing Issue,Sample complaint description,In Progress,Low,Carlos
1737,1029,30-10-2025,SIM Issue,Sample complaint description,Closed,Medium,Clifford
1738,754,03-10-2024,SIM Issue,Sample complaint description,In Progress,Low,Erin
1739,5879,22-12-2023,Billing Issue,Sample complaint description,Closed,Low,David
1740,5986,30-06-2024,Other,Sample complaint description,In Progress,Low,Seth
1741,2864,27-08-2024,Billing Issue,Sample complaint description,Closed,High,Brian
1742,1219,11-02-2025,Other,Sample complaint description,Closed,Low,Michael
1743,1455,11-05-2025,Other,Sample complaint description,In Progress,Medium,Teresa
1744,5211,31-01-2025,SIM Issue,Sample complaint description,Closed,Low,Shelley
1745,4602,23-09-2024,Network Issue,Sample complaint description,Closed,Medium,Cathy
1746,1809,03-01-2025,Other,Sample complaint description,In Progress,Low,Claudia
1747,202,04-05-2024,SIM Issue,Sample complaint description,Open,High,Erin
1748,1071,15-08-2024,Other,Sample complaint description,Closed,Low,Bobby
1749,4166,29-11-2023,SIM Issue,Sample complaint description,Closed,High,Daniel
1750,806,20-07-2024,SIM Issue,Sample complaint description,Closed,Medium,Sarah
1751,802,29-11-2023,Billing Issue,Sample complaint description,Closed,Low,Misty
1752,3768,10-12-2023,SIM Issue,Sample complaint description,Closed,High,David
1753,2363,03-08-2025,Network Issue,Sample complaint description,Open,Medium,John
1754,3326,23-06-2025,Billing Issue,Sample complaint description,Open,Low,Jennifer
1755,885,31-10-2024,Billing Issue,Sample complaint description,Closed,Low,Jennifer
1756,5998,31-01-2024,Network Issue,Sample complaint description,In Progress,Medium,Leslie
1757,1228,25-09-2025,Network Issue,Sample complaint description,Closed,Low,Thomas
1758,3277,24-05-2024,Billing Issue,Sample complaint description,Closed,High,Hunter
1759,3048,22-03-2024,Other,Sample complaint description,In Progress,Medium,Gregory
1760,729,02-01-2025,Network Issue,Sample complaint description,Closed,High,Leonard
1761,5757,06-10-2024,Billing Issue,Sample complaint description,Open,Low,Angela
1762,3694,22-07-2024,SIM Issue,Sample complaint description,In Progress,High,Anna
1763,2774,06-09-2025,Other,Sample complaint description,Open,Low,James
1764,4284,07-09-2025,Other,Sample complaint description,Open,High,Jeremy
1765,1809,08-06-2024,SIM Issue,Sample complaint description,Open,Low,Alexis
1766,1272,28-07-2025,Network Issue,Sample complaint description,Open,Low,Natalie
1767,4574,24-01-2024,Billing Issue,Sample complaint description,Open,High,Teresa
1768,5253,13-01-2025,Network Issue,Sample complaint description,Open,High,Elizabeth
1769,3727,27-05-2025,Network Issue,Sample complaint description,Open,High,Vincent
1770,3534,02-08-2025,SIM Issue,Sample complaint description,Open,Medium,Patricia
1771,5269,30-11-2024,Network Issue,Sample complaint description,In Progress,High,Sandra
1772,4923,03-07-2025,SIM Issue,Sample complaint description,Closed,High,Suzanne
1773,4539,08-06-2025,SIM Issue,Sample complaint description,Open,Medium,Jeremy
1774,3055,15-02-2024,Other,Sample complaint description,Closed,Low,Angel
1775,4855,25-12-2023,Network Issue,Sample complaint description,Open,High,Christine
1776,1764,09-10-2025,Network Issue,Sample complaint description,In Progress,Low,Andrew
1777,5073,13-10-2024,Other,Sample complaint description,In Progress,Medium,William
1778,4877,13-08-2025,SIM Issue,Sample complaint description,In Progress,Medium,Mike
1779,4911,24-09-2025,SIM Issue,Sample complaint description,Open,Low,Karen
1780,2588,07-01-2025,Other,Sample complaint description,Open,High,Cheryl
1781,388,04-11-2024,Network Issue,Sample complaint description,In Progress,High,Tamara
1782,1267,07-06-2024,Billing Issue,Sample complaint description,In Progress,Medium,Henry
1783,219,07-02-2024,Other,Sample complaint description,Closed,Low,Elizabeth
1784,3896,14-05-2024,SIM Issue,Sample complaint description,Closed,High,Willie
1785,482,16-03-2024,SIM Issue,Sample complaint description,Open,Low,James
1786,1789,15-08-2024,Other,Sample complaint description,Open,Low,Lisa
1787,4589,11-09-2024,Billing Issue,Sample complaint description,Open,Low,Heather
1788,1635,10-01-2024,SIM Issue,Sample complaint description,Open,Low,Alison
1789,5758,23-01-2025,SIM Issue,Sample complaint description,Open,Low,Stephanie
1790,2444,20-12-2023,Other,Sample complaint description,Open,Medium,Melissa
1791,1890,10-08-2025,SIM Issue,Sample complaint description,Open,Medium,Kevin
1792,5109,27-02-2025,Other,Sample complaint description,Closed,High,Alicia
1793,5083,08-04-2024,Other,Sample complaint description,In Progress,Medium,Nancy
1794,5280,16-02-2024,SIM Issue,Sample complaint description,In Progress,High,Brianna
1795,5493,07-11-2024,SIM Issue,Sample complaint description,In Progress,High,Andrew
1796,5893,31-12-2023,Billing Issue,Sample complaint description,In Progress,Low,Aaron
1797,1846,09-08-2024,Other,Sample complaint description,Closed,Low,Bruce
1798,3438,13-06-2024,SIM Issue,Sample complaint description,In Progress,Medium,Joshua
1799,5151,20-12-2024,Billing Issue,Sample complaint description,In Progress,High,Elizabeth
1800,1784,28-10-2025,Billing Issue,Sample complaint description,In Progress,Low,Matthew
1801,3292,25-09-2024,Billing Issue,Sample complaint description,In Progress,High,Samantha
1802,3535,26-01-2024,Billing Issue,Sample complaint description,In Progress,Medium,Jennifer
1803,4183,08-10-2025,Billing Issue,Sample complaint description,Open,Low,Maria
1804,5340,03-01-2025,Other,Sample complaint description,Closed,Medium,Michael
1805,4898,06-06-2024,Billing Issue,Sample complaint description,Closed,High,Christine
1806,1936,18-10-2024,Other,Sample complaint description,Open,High,John
1807,1896,17-08-2024,SIM Issue,Sample complaint description,Closed,High,Steven
1808,4494,11-05-2025,Billing Issue,Sample complaint description,Open,High,Patricia
1809,4827,11-01-2025,Billing Issue,Sample complaint description,In Progress,High,Angela
1810,2941,02-09-2025,Other,Sample complaint description,In Progress,Low,Cody
1811,4886,20-11-2025,Billing Issue,Sample complaint description,Open,Low,Ellen
1812,639,15-08-2025,Network Issue,Sample complaint description,Closed,Low,William
1813,73,30-01-2025,Other,Sample complaint description,Closed,Low,Luis
1814,2615,28-02-2025,Other,Sample complaint description,Closed,Low,Joshua
1815,4231,24-01-2024,Billing Issue,Sample complaint description,In Progress,Low,David
1816,2754,05-07-2024,Billing Issue,Sample complaint description,In Progress,Medium,Zachary
1817,3632,10-08-2025,Other,Sample complaint description,Closed,Medium,Kristin
1818,184,21-10-2024,Network Issue,Sample complaint description,In Progress,Medium,Jamie
1819,3183,16-10-2025,Other,Sample complaint description,Open,High,Timothy
1820,4467,15-12-2023,SIM Issue,Sample complaint description,Open,Low,Sara
1821,5305,07-08-2025,Other,Sample complaint description,Open,High,Aaron
1822,3976,10-04-2025,SIM Issue,Sample complaint description,In Progress,High,Andrew
1823,1122,06-08-2024,Other,Sample complaint description,In Progress,Medium,Sandra
1824,303,30-03-2025,Billing Issue,Sample complaint description,Open,Low,Gregory
1825,229,21-01-2025,SIM Issue,Sample complaint description,Closed,High,Theresa
1826,408,25-02-2024,Network Issue,Sample complaint description,Open,Low,Amanda
